2251,3655,1.6237227898711684
2726,4425,1.6232575201760822
2885,0,0.0
2885,927,0.321317157712305
2313,4246,1.8357111975789018
1.0
1495,4827,3.22876254180602
2507,3260,1.3003589948145193
2071,2070,0.9995171414775471
2885,3204,1.1105719237435008
189,4664,24.677248677248677
2885,1057,0.3663778162911612
2885,1741,0.6034662045060658
2885,358,0.12409012131715771
2885,1181,0.4093587521663778
2885,1890,0.6551126516464472
2251,2866,1.2732119058196356
1522,2620,1.721419185282523
2885,2885,1.0
2885,306,0.10606585788561525
1236,1997,1.6156957928802589
2885,615,0.21317157712305027
2885,808,0.2800693240901213
2885,438,0.15181975736568457
2885,637,0.22079722703639515
2885,1108,0.38405545927209706
2344,4459,1.9023037542662116
